"Name" "Item" "piece" "O" "Na" "Mg" "Alu" "Si" "K" "Ca" "Fe" "Type"
"68" "b6" 6 3 50.1215884170722 11.5854099416443 1.70532391799884 1.51451065542317 31.0211476841989 0.79 3.35360129730203 0 "b"
"69" "b6" 6 3 50.8700547619022 11.6974503340942 1.73826309499347 1.50052731414688 30.2917702311435 0.72 3.22866925334384 0 "b"
"70" "b6" 6 4 48.8389522916235 11.4061247154566 1.73780191472054 1.48659019429779 32.0835441570104 0.87 3.60890854220819 0 "b"
"71" "b6" 6 4 47.9654090791838 10.9413919921695 1.67114689646813 1.53066985477675 33.0615168811703 0.92 3.9180158787122 0 "b"
"72" "b6" 6 4 48.7671631254205 11.3435007472439 1.74090303709803 1.47673329163671 32.2729254528575 0.82 3.65055984852175 0 "b"
"73" "b7" 7 1 57.2018606360656 4.79631344969807 0 0.623692706378423 30.3616591804206 6.98 0 0 "b"
"74" "b7" 7 1 57.2465841529161 4.76782876829387 0 0.665911696485033 30.3856708713798 6.9 0 0 "b"
"75" "b7" 7 1 57.4504899573649 4.83879854332901 0 0.604581892596152 30.0707720741868 6.96 0.0161283186831323 0 "b"
"76" "b7" 7 2 59.2868474583924 5.15511203645208 0 0.635010063000171 28.6351795936274 6.37 0 0 "b"
"77" "b7" 7 2 60.2098502504348 5.27191507591568 0 0.633947387868374 27.9055363844992 5.99 0 0 "b"
"78" "b7" 7 2 59.44333269612 5.164254909897 0 0.632270615108336 28.5389144497763 6.25 0 0 "b"
"79" "b7" 7 3 57.2539925794068 4.66038815690964 0 0.602449444879748 30.4470976765259 7.1 0.0160012705523298 0 "b"
"80" "b7" 7 3 56.8916253294917 4.80441786837952 0 0.697231527374435 30.5295013567593 7.1 0.0056395119827407 0 "b"
"81" "b7" 7 3 57.3383632040984 4.83311080087661 0 0.655560839908336 30.2311570217129 6.92 0 0 "b"
"82" "b7" 7 4 58.1848738415993 5.1145042940717 0 0.621766643610262 29.56423841077 6.56 0 0 "b"
"83" "b7" 7 4 58.1703763914665 5.01950459448016 0 0.691973331959098 29.5376633185564 6.57 0.00200910477528376 0 "b"
"84" "b7" 7 4 58.0081313143407 4.95314839627794 0 0.673171412078556 29.6387798691519 6.66 0 0 "b"
"85" "b8" 8 1 60.0319172980215 5.31715921172429 0 0.755659642267307 29.629562316034 4.24 0.00726617640419427 0 "b"
"86" "b8" 8 1 59.6169885379519 5.15735743885037 0 0.72919350061132 29.849931981012 4.53 0.0219809635374054 0 "b"
"87" "b8" 8 1 60.0275674784832 5.16956523193041 0.00708017249454564 0.799481739250918 29.6767374120478 4.34 0.0228833939925084 0 "b"
"88" "b8" 8 2 60.4510927994187 5.73502966746907 0.00192913910583871 0.779819264398172 28.9215136904927 4.06 0.0162739279358892 0 "b"
"89" "b8" 8 2 60.6028303629809 5.27937700015222 0 0.724723530852254 29.2375356489915 4.13 0.020662839009119 0 "b"
"90" "b8" 8 2 60.1808868249715 5.41618796907378 0 0.777863597823011 29.3647080597855 4.16 0.0119459286101977 0 "b"
"91" "b8" 8 3 61.6173795495667 5.85344256073676 0 0.782361393458435 27.846839685116 3.82 0.0123526433811069 0 "b"
"92" "b8" 8 3 61.6269272449055 5.99230187641071 0 0.746081056025394 27.8153740223443 3.72 0.017206379503133 0 "b"
"93" "b8" 8 3 61.1084249036027 5.7330482516783 0.0116335762142329 0.85707872467491 28.2955614869554 3.93 0.00688784113024725 0 "b"
"94" "b8" 8 4 60.9097366992507 5.92008964123838 0 0.842341702119864 28.4155695284715 3.8 0.0100961794038017 0 "b"
"95" "b8" 8 4 61.2057699000828 6.03804849699894 0 0.755529281937989 28.0583398332129 3.89 0.0221222206254392 0 "b"
"96" "b8" 8 4 60.9990260129512 5.85562612696543 0 0.776930908367364 28.323731429861 3.96 0.0346061379020661 0 "b"
"97" "b9" 9 1 58.6937107184116 5.05872137700533 0.024995064056089 0.643948384713188 29.2303113541741 6.39 0 0 "b"
"98" "b9" 9 1 58.4838125898671 5.03961686797763 0.0383242417327929 0.690846441411969 29.3400870547963 6.53 0 0 "b"
"99" "b9" 9 1 59.0132236947389 5.12786542955995 0.0150766013796657 0.695208622230161 29.009267447101 6.27 0 0 "b"
"100" "b9" 9 2 58.7018832054272 5.09498576297004 0.0374265472390412 0.713376919376132 29.0495354435004 6.46 0 0 "b"
"101" "b9" 9 2 58.7042504066146 5.20707008572936 0.0187664098020596 0.646303601666658 29.195776580834 6.29 0 0 "b"
"102" "b9" 9 2 57.8845920109348 5.0407900931323 0.0205985070973804 0.671918015661761 29.6737815397838 6.75 0 0 "b"
"103" "b9" 9 3 56.952481036549 4.69396613339191 0.0290163448752824 0.679286028379499 30.5942330633937 7.09 0.0197961303609765 0 "b"
"104" "b9" 9 3 56.5321314939185 4.74068223481839 0.0311415282488084 0.663050242554689 30.8568012256181 7.19 0 0 "b"
"105" "b9" 9 3 57.822213789513 4.90603698742459 0.0321118980992938 0.694561888428257 29.787227107388 6.81 0 0 "b"
"106" "b9" 9 4 58.9725901593626 5.13786052653718 0.029365527298336 0.668367984311346 28.9554140410382 6.24 0 0 "b"
"107" "b9" 9 4 59.0132956614645 5.15797494648031 0.024260836400954 0.697849773510983 28.8087298064713 6.33 0 0 "b"
"108" "b9" 9 4 58.88838798613 5.06814913204724 0.0274199628809479 0.663964220267349 28.9860504442092 6.38 0 0 "b"
"109" "b10" 10 1 62.4833759162354 6.10168455849114 0.000705536859834567 0.793899167406279 27.1741939839029 3.47 0.0258486462911114 0 "b"
"110" "b10" 10 1 61.7361871964958 6.04163083262891 0 0.72063321763697 27.969640381737 3.6 0.0134299659437319 0 "b"
"111" "b10" 10 1 62.5288260743591 6.19366093758892 0.0107159514472918 0.773795255206862 26.9896308044013 3.53 0 0 "b"
"112" "b10" 10 2 60.7065166734274 5.54721008460463 0 0.789699520472631 29.0240338586558 3.94 0.0280376138912896 0 "b"
"113" "b10" 10 2 60.8555527760131 5.64771926987346 0.00622414854880708 0.811537333988359 28.7276953255637 3.9 0 0 "b"
"114" "b10" 10 2 60.562066087638 5.67446539780786 0 0.849438143028925 28.9909427559093 3.9 0 0 "b"
"115" "b10" 10 3 60.7926872084785 5.6867998212937 0.0088101178376591 0.858468532444329 28.8261578022333 3.85 0.0230367590626985 0 "b"
"116" "b10" 10 3 60.5053376696901 5.65991014925066 0.00191486544840042 0.830655713193866 29.0608969422881 3.97 0.0237175146609343 0 "b"
"117" "b10" 10 3 60.5113214294375 5.67505995565759 0.00194113172028894 0.871398329037445 29.1138126813378 3.87 0.00294520138103117 0 "b"
"118" "b10" 10 4 61.8497834942205 6.09392613916008 0 0.801761416085528 27.7325199192363 3.53 0.00224216752267702 0 "b"
"119" "b10" 10 4 61.8701581625526 6.0045586465828 0 0.77759892628252 27.7113483431036 3.59 0.0105356388874523 0 "b"
"120" "b10" 10 4 62.1418679729769 5.99864893350995 0 0.762669534243841 27.664159175227 3.56 0 0 "b"
"121" "b11" 11 1 57.8981649942201 4.91060925772064 0.0523415499491399 0.708854634003194 29.8434753632583 6.64 0.0466387321946598 0 "b"
"122" "b11" 11 1 57.8358059518437 4.86361610130136 0.0441123264349363 0.611603390884354 29.9424456114679 6.73 0.0298439969405436 0 "b"
"123" "b11" 11 1 56.0573028692451 4.41226379272798 0.0460077574120491 0.656096604585971 31.2578592222543 7.61 0.0286183103704537 0 "b"
"124" "b11" 11 2 56.3758055336462 4.57567129882328 0.0229282456366137 0.658905736167263 31.0503880532229 7.31 0.0347677958901898 0 "b"
"125" "b11" 11 2 58.403941813134 4.98897568698057 0.0310473324100856 0.697270658670422 29.4108805817396 6.51 0.0412765726314668 0 "b"
"126" "b11" 11 2 57.1551245805836 4.9742253236162 0.0331628186841655 0.688593248456145 30.2999332353359 6.87 0.0350306907284082 0 "b"
"127" "b11" 11 3 57.8753517309036 4.91931545286945 0.0447702910334285 0.71340673893122 29.8252483804652 6.64 0.0284302969813807 0 "b"
"128" "b11" 11 3 57.8288516920176 4.8723776071764 0.0450391148116217 0.609817714250611 29.9504708310585 6.73 0.0105792191467738 0 "b"
"129" "b11" 11 3 56.056051521996 4.42857700855182 0.0340358115532386 0.656014036347667 31.2381432495295 7.61 0.0433700972416975 0 "b"
"130" "b11" 11 4 59.3748253624311 5.14833993976949 0.0345827540819453 0.599922925887254 28.6887493680203 6.17 0.0467196945594282 0 "b"
"131" "b11" 11 4 59.2851567997 5.1563346036814 0.0461478975765146 0.645627915207984 28.6751745155275 6.25 0.00681352937695752 0 "b"
"132" "b11" 11 4 59.4861406761736 5.19547890640994 0.0418720874971032 0.627900872721188 28.5845219189267 6.08 0.0418803129012541 0 "b"
"133" "b12" 12 1 58.8144006344382 5.10590701724614 0 0.766216610298754 28.97103621967 6.4 0.0561090728247852 0 "b"
"134" "b12" 12 1 58.8181723736127 5.10167253645529 0 0.764375232266827 29.0193338765158 6.32 0.0323266914435247 0 "b"
"135" "b12" 12 1 58.818488039236 5.09250964166461 0 0.768681570418821 29.0270353116067 6.32 0.071784803143375 0 "b"
"136" "b12" 12 2 59.9518081079639 5.08653027072779 0 0.723853937889182 28.1088919587765 6.16 0.0655455908603496 0 "b"
"137" "b12" 12 2 58.0863238961299 4.85340580460731 0.00101249179918394 0.620566346934183 29.6127487154132 6.81 0.0454967119724056 0 "b"
"138" "b12" 12 2 58.2284802906198 4.93847964660286 0 0.767573660073937 29.597582615491 6.51 0.0693379007615258 0 "b"
"139" "b12" 12 3 59.8550869626452 5.09759744734577 0 0.719107100185546 28.1434533008329 6.16 0.0589845246902798 0 "b"
"140" "b12" 12 3 58.1319859169101 4.84385679287909 0 0.615304706375166 29.66047637116 6.81 0.0759755083842565 0 "b"
"141" "b12" 12 3 58.2439511998186 4.9329285807289 0 0.765186369920625 29.6559809842105 6.51 0.060976593938911 0 "b"
"142" "b12" 12 4 58.8439121704591 5.11705015364141 0 0.767419386571335 28.9251306260585 6.4 0.0849193370185118 0 "b"
"143" "b12" 12 4 58.858329819899 5.1254093208821 0 0.76939775098151 29.0377016588012 6.32 0.0688577412057095 0 "b"
"144" "b12" 12 4 58.8265373645752 5.11475004584563 0.00647503438201484 0.767439671179496 29.0324864368091 6.32 0.0775629855723351 0 "b"
"145" "b13" 13 1 56.96565495768 4.41309662371115 0 0.813384648365894 30.4962402504048 7.25 0.0163448767208421 0 "b"
"146" "b13" 13 1 57.514195305153 4.56538001003147 0 0.822651819493389 30.1439454116555 6.88 0 0 "b"
"147" "b13" 13 1 56.9905895092318 4.37185598550119 0 0.840168750849002 30.4198503415874 7.34 0 0 "b"
"148" "b13" 13 2 56.3071768681502 4.3867785154989 0 0.74716641562478 30.8517432771217 7.61 0 0 "b"
"149" "b13" 13 2 57.2622173510627 4.33816763939915 0.00133991365102293 0.713747390383729 30.3647654388506 7.31 0 0 "b"
"150" "b13" 13 2 55.6257404760814 4.39503492556839 0.015127777753987 0.707953013760566 31.4067457169794 7.83 0 0 "b"
"151" "b13" 13 3 56.858804600606 4.40556798054721 0 0.746862036390022 30.5898258993613 7.35 0 0 "b"
"152" "b13" 13 3 57.073794383514 4.44855640249546 0 0.741498714799512 30.4117159618999 7.27 0.0242323274210159 0 "b"
"153" "b13" 13 3 57.0624549489016 4.63791167860226 0.00412124342291342 0.757238606504914 30.3274718596791 7.19 0.00246778654658741 0 "b"
"154" "b13" 13 4 59.6982251641853 4.88745276805296 0 0.666071142122587 27.7243439738613 6.96 0.00383965042773829 0 "b"
"155" "b13" 13 4 59.6844378292013 4.73621260808199 0 0.675175571272508 27.9770330892186 6.89 0 0 "b"
"156" "b13" 13 4 59.6687933795903 4.93154735078768 0 0.659018802285213 27.9426083863785 6.89 0 0 "b"
"157" "b14" 14 1 46.1316967670251 11.2243613018673 2.01136818700942 0.945683824112928 35.476905630742 0.09 4.18704361974902 0 "b"
"158" "b14" 14 1 45.4348706285028 11.0355160873946 1.96027342353105 0.945459986591456 36.1233268393613 0.13 4.398761800364 0 "b"
"159" "b14" 14 1 44.2038283864208 10.6720570882167 1.9169864118495 0.942860119471995 37.3157476305607 0.16 4.78011053346178 0 "b"
"160" "b14" 14 2 46.6597056800729 11.3414940684839 2.03252967950167 0.947293044132661 34.8813247408838 0.09 4.00734630316533 0 "b"
"161" "b14" 14 2 47.3845567752034 11.352275896969 1.9770529815025 0.928975426477597 34.3617130982975 0.08 3.93105979101942 0 "b"
"162" "b14" 14 2 48.1665206657129 11.6218459397058 1.99594621274305 0.990556595388172 33.555806317072 0.08 3.58147521255777 0 "b"
"163" "b14" 14 3 49.2946359875797 11.8294567105252 2.03524394933183 0.919234419634979 32.4049143751486 0.07 3.4919412876658 0 "b"
"164" "b14" 14 3 50.8378191621276 12.2050476264205 2.08485765340183 0.965352333483847 30.8165688191619 0.06 3.01995475007824 0 "b"
"165" "b14" 14 3 50.4481073734592 12.1570591513043 2.01496774594837 0.90667678172566 31.2072670224226 0.07 3.14818616252408 0 "b"
"166" "b14" 14 4 46.0185312205966 10.8301692192873 1.97650268503272 0.994221259485887 35.5077351448 0.14 4.53766750933517 0 "b"
"167" "b14" 14 4 45.6783356764964 10.9628837074151 2.00146520097002 0.940039123018683 35.7918059735657 0.16 4.39357241282195 0 "b"
"168" "b14" 14 4 46.0366489248888 10.9064678730919 1.93236510259775 0.912891115976016 35.6929884503647 0.14 4.35034703249942 0 "b"
"169" "b15" 15 1 50.3330822313419 10.3486960292233 2.14402297394654 0.856960864950868 32.187710348786 0.57 3.52124112408022 0 "b"
"170" "b15" 15 1 50.3950306058755 10.3593738233095 2.16678378831597 0.856593604886206 32.1926255582446 0.57 3.5051884760881 0 "b"
"171" "b15" 15 1 50.0370199305144 10.4625353437997 2.25725602039705 0.903878501248048 32.1849218223704 0.6 3.51994608564867 0 "b"
"172" "b15" 15 2 50.352595279176 11.6803923542439 2.24168270901239 0.931938402663059 31.09643335565 0.53 3.19071810109879 0 "b"
"173" "b15" 15 2 51.6555300202173 11.76131876906 2.12981343751929 0.825053901120477 30.1276861183114 0.5 3.00562909595868 0 "b"
"174" "b15" 15 2 51.7644330747853 11.7474843645526 2.23883218672577 0.840303602745618 29.9466693658823 0.53 3.00048795159731 0 "b"
"175" "b15" 15 3 47.0883206180659 10.849744686295 2.145519865148 0.918406890893421 34.4564950383271 0.65 3.89735693318492 0 "b"
"176" "b15" 15 3 47.4474819044795 10.9435128864443 2.01333851893818 0.845156900235714 34.2098458297951 0.63 3.99328960468313 0 "b"
"177" "b15" 15 3 50.7561924792416 11.4676639346058 2.22942092377717 0.813680725109972 30.8553678620167 0.55 3.31526802511485 0 "b"
"178" "b15" 15 4 46.3206722694531 10.788565175635 2.05300557922904 0.866164653014656 35.0874359842528 0.75 4.1557284638993 0 "b"
"179" "b15" 15 4 48.1706785570178 11.2281176965667 2.15301073752601 0.8592959029535 33.3348781096829 0.6 3.70912818130943 0 "b"
"180" "b15" 15 4 46.2115029883842 10.7405367628061 2.11055557735123 0.911772972332411 35.0503502031408 0.67 4.20088514390471 0 "b"
"181" "b16" 16 1 52.2189171395326 5.17230747808942 0.728868327244772 1.77288450626209 34.2387618914989 4.32 1.36305164320756 0 "b"
"182" "b16" 16 1 51.8978783164354 5.1127310193585 0.73944123422622 1.90835064338681 34.3870940116806 4.49 1.37690899394716 0 "b"
"183" "b16" 16 1 52.0512837585124 5.1446179578001 0.806348629538551 1.90819816959689 34.1795636047711 4.35 1.44275888715816 0 "b"
"184" "b16" 16 2 47.2804115670815 10.3496420993838 2.07033383385825 0.878972212800782 33.6395387377543 0.63 4.95307620200869 0 "b"
"185" "b16" 16 2 48.4107761208584 10.8462811492539 2.04897879885036 0.863103992427113 32.5827926454957 0.62 4.46530599324276 0 "b"
"186" "b16" 16 2 49.0835639971083 10.769753414399 2.08020654450859 0.873237008702023 31.9686699934866 0.56 4.51018394400527 0 "b"
"187" "b16" 16 3 52.6751639402549 5.26541119007544 0.651920910413422 2.05741090968261 33.3614487813553 4.39 1.49691994177087 0 "b"
"188" "b16" 16 3 52.0981723235085 5.13750707790861 0.693511664254114 2.07055792965649 33.912188888064 4.51 1.45276388653846 0 "b"
"189" "b16" 16 3 52.4397231361575 5.14314418129492 0.782393788087434 2.04957419728468 33.5430835357789 4.42 1.50337894539061 0 "b"
"190" "b16" 16 4 53.2909756038507 5.33046545961395 0.649001153305465 2.05687642939008 32.8626563691412 4.27 1.44853502470548 0 "b"
"191" "b16" 16 4 52.9523132062849 5.32207335414257 0.67402621488953 2.08938487072499 33.0252465917368 4.39 1.41869160097165 0 "b"
"192" "b16" 16 4 53.6966202621583 5.35137827897849 0.639976792164002 1.96655383980323 32.5266428228815 4.15 1.62363159854613 0 "b"
"193" "b17" 17 1 48.2832881631416 11.9984189756841 1.82442614763908 1.15739552982614 32.8638706420892 0.59 3.42440753363441 0 "b"
"194" "b17" 17 1 46.8805509081464 11.7588523346293 1.77545983374221 1.13849582915012 34.4110762395729 0.56 3.67465859024843 0 "b"
"195" "b17" 17 1 46.973484714317 11.8377719035533 1.83075194222925 1.08764042098542 34.2336623701787 0.6 3.69728047894663 0 "b"
"196" "b17" 17 2 45.8522920473475 11.3186105095491 1.8135746382668 1.180141877921 35.462609706325 0.66 3.96484653742152 0 "b"
"197" "b17" 17 2 46.7487892805736 11.4707982017974 1.80525225044802 1.15236545164594 34.6185775079434 0.65 3.7830163303407 0 "b"
"198" "b17" 17 2 45.5696730367481 11.4468337915764 1.78508502017322 1.13407089291052 35.5286138198423 0.62 4.16459665570723 0 "b"
"199" "b17" 17 3 47.9897590278186 11.8602472759821 1.88814626391667 1.16280897025215 33.2441461083788 0.54 3.45130939586186 0 "b"
"200" "b17" 17 3 46.8113260781186 11.5866158531285 1.72527816683521 1.17486615523787 34.557158065198 0.58 3.71411551034258 0 "b"
"201" "b17" 17 3 46.719900384253 11.4909676013993 1.80456246358952 1.12364417295081 34.622236544017 0.64 3.80983516450092 0 "b"
"202" "b17" 17 4 45.9574545645358 11.3763583494495 1.76648783825834 1.11010158696607 35.4250701756099 0.66 3.91338832218241 0 "b"
"203" "b17" 17 4 45.9764843541054 11.3405237878596 1.66214634976322 1.08227091501182 35.4223836022035 0.63 4.07309646944924 0 "b"
"204" "b17" 17 4 45.3452910400902 11.2443205390159 1.73322108404373 1.13107773978968 35.9054184890112 0.66 4.1639987700094 0 "b"
"205" "b18" 18 1 53.5602603148642 5.31388712747663 0.731849112955153 1.83608464829918 32.9024244921803 4.21 1.39517801863765 0 "b"
